Id,Nivel,Grado,Campos,Componentes,Organizador1,Organizador2,ApEs,Apes_Detalle,Escala_Sugerida,Indicador1,Indicador2,Indicador3,Indicador4,Observaciones,Activo
289,Primaria,4,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Literatura,Escritura y recreación de narraciones,Escribe narraciones de invención propia.,"Comienza a usar adverbios, frases adverbiales y nexos para resaltar las relaciones temporales entre acontecimientos (hace mucho tiempo, después, más adelante, etcétera).","Frecuentemente, poco, nunca","Comienza a usar adverbios para resaltar las relaciones temporales entre acontecimientos (hace mucho tiempo, después, más adelante, etcétera).","Comienza a usar frases adverbiales para resaltar las relaciones temporales entre acontecimientos (hace mucho tiempo, después, más adelante, etcétera).","Comienza a usar nexos para resaltar las relaciones temporales entre acontecimientos (hace mucho tiempo, después, más adelante, etcétera).",,NADA,1
290,Primaria,4,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Literatura,Lectura y escritura de poemas y canciones,Lee y comparte poemas de diferentes autores.,"Comprende el contenido general del poema e interpreta la situación comunicativa representada en este (quién habla, a quién se dirige, qué le dice, qué sentimiento comparte).","si, no, muy frecuentemente",Comprende el contenido general del poema e interpreta la situación comunicativa representada en este.,,,,NADA,1
291,Primaria,4,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Literatura,Lectura y escritura de poemas y canciones,Lee y comparte poemas de diferentes autores.,"Con ayuda del maestro, identifica y aprecia pasajes en que se utiliza el lenguaje figurado.",Lo logra / En ocasiones lo logra / No lo logra,"Con ayuda del maestro, identifica pasajes en que se utiliza el lenguaje figurado.","Con ayuda del maestro, apreciapasajes en que se utiliza el lenguaje figurado.",,,NADA,1
292,Primaria,4,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Literatura,Lectura y escritura de poemas y canciones,Lee y comparte poemas de diferentes autores.,"Aprecia elementos rítmicos y melódicos de textos poéticos (repetición de frases, palabras, sílabas o fonemas; distribución acentual, etcétera) al escuchar, leer en voz alta y recitar poemas.",Lo logra / En ocasiones lo logra / No lo logra,"Aprecia elementos rítmicos de textos poéticos (repetición de frases, plabras, sílabas o fonemas; distribución acentual, etcétera) al escuchar poemas.","Aprecia elementos rítmicos de textos poéticos (repetición de frases, plabras, sílabas o fonemas; distribución acentual, etcétera) al leer en voz alta poemas.","Aprecia elementos rítmicos de textos poéticos (repetición de frases, plabras, sílabas o fonemas; distribución acentual, etcétera) al recitar poemas.","Aprecia elementos melódicos de textos poéticos (repetición de frases, plabras, sílabas o fonemas; distribución acentual, etcétera) al escuchar poemas.",NADA,1
293,Primaria,4,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Literatura,Lectura y escritura de poemas y canciones,Lee y comparte poemas de diferentes autores.,Reconoce que la distribución del texto poético en versos y la recurrencia de rimas al final de estos pueden ser evidencias escritas de su musicalidad.,"si, no, muy frecuentemente","Reconoce que la distribución del texto poético en versos, al final de estos pueden ser evidencias escritas de su musicalidad.","Reconoce que la recurrencia de rimas, al final de estos pueden ser evidencias escritas de su musicalidad.",,,NADA,1
294,Primaria,4,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Literatura,Lectura y escritura de poemas y canciones,Lee y comparte poemas de diferentes autores.,Compara poemas de varios autores por su contenido y su forma.,"Frecuentemente, poco, nunca",Compara poemas de varios autores por su contenido.,Compara poemas de varios autores por su forma.,,,NADA,1
295,Primaria,4,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Literatura,Lectura y escritura de poemas y canciones,Lee y comparte poemas de diferentes autores.,Lee en voz alta o recita poemas con base en el sentimiento que le comunican y considerando aspectos de su musicalidad.,Lo logra / En ocasiones lo logra / No lo logra,Lee en voz alta poemas con base en el sentimiento que le comunican y considerando aspectos de su musicalidad.,Recita poemas con base en el sentimiento que le comunican y considerando aspectos de su musicalidad.,,,NADA,1
296,Primaria,4,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Literatura,Creaciones y juegos con el lenguaje poético,Cuenta y escribe chistes.,Reflexiona sobre el significado de los juegos de palabras usados en los chistes.,"Frecuentemente, poco, nunca",Reflexiona sobre el significado de los juegos de palabras usados en los chistes.,,,,NADA,1
297,Primaria,4,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Literatura,Creaciones y juegos con el lenguaje poético,Cuenta y escribe chistes.,Identifica que algunos chistes centran su efecto en un final sorpresivo que rompe las expectativas de quien lo escucha.,Lo logra / En ocasiones lo logra / No lo logra,Identifica que algunos chistes centran su efecto en un final sorpresivo que rompe las expectativas de quien lo escucha.,,,,NADA,1
298,Primaria,4,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Literatura,Creaciones y juegos con el lenguaje poético,Cuenta y escribe chistes.,"Se comunica de manera oral, prestando atención a la respuesta de la audiencia.","si, no, muy frecuentemente","Se comunica de manera oral, prestando a la atención a la respuesta de la audiencia.",,,,NADA,1
299,Primaria,4,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Literatura,Creaciones y juegos con el lenguaje poético,Cuenta y escribe chistes.,Utiliza guiones largos para introducir diálogos en discurso directo.,"Frecuentemente, poco, nunca",Utiliza guiones largos para introducir diálogos en discurdo directo.,,,,NADA,1
300,Primaria,4,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Literatura,Creaciones y juegos con el lenguaje poético,Cuenta y escribe chistes.,Comienza a utilizar signos de exclamación e interrogación para matizar la intención de los enunciados.,Lo logra / En ocasiones lo logra / No lo logra,Comienza a utilizar signos de exclamación para matizar la intención de los enunciados.,Comienza a utilizar signos de interrogación para matizar la intención de los enunciados.,,,NADA,1
301,Primaria,4,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Literatura,"Lectura, escritura y escenificación de obras teatrales",Lee obras de teatro infantil para representar.,"Reconstruye la historia, en tanto secuencia de acontecimientos, a partir de las pistas que se dan en diálogos y acotaciones.",Lo logra / En ocasiones lo logra / No lo logra,"Reconstruye la historia, a partir de las pistas que se dan en diálogos.","Reconstruye la historia, en tanto secuencia de acontecimientos, a partir de las pistas que se dan en diálogos.","Reconstruye la historia, a partir de las pistas que se dan en acotaciones.","Reconstruye la historia, en tanto secuencia de acontecimientos, a partir de las pistas que se dan en acotaciones.",NADA,1
302,Primaria,4,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Literatura,"Lectura, escritura y escenificación de obras teatrales",Lee obras de teatro infantil para representar.,Identifica el espacio y tiempo en que transcurre la historia.,Lo logra / En ocasiones lo logra / No lo logra,Identifica el espacio en que se transcurre la historia.,Identifica el tiempo en que se transcurre la historia.,,,NADA,1
303,Primaria,4,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Literatura,"Lectura, escritura y escenificación de obras teatrales",Lee obras de teatro infantil para representar.,Identifica las pistas de cómo se sugiere su escenificación en las acotaciones.,Lo logra / En ocasiones lo logra / No lo logra,Identifica las pistas de cómo se sugiere su escenificación en las acotaciones.,,,,NADA,1
304,Primaria,4,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Literatura,"Lectura, escritura y escenificación de obras teatrales",Lee obras de teatro infantil para representar.,"Expresa su interpretación de las características y motivaciones de los personajes a partir de sus acciones y diálogos, así como de las actitudes y movimientos sugeridos en las acotaciones.","Frecuentemente, poco, nunca","Expresa su interpretación de las características de los personajes a partir de sus acciones y diálogos, así como de las actitudes y movimientos sugeridos en las acotaciones.","Expresa su interpretación de las motivaciones de los personajes a partir de sus acciones y diálogos, así como de las actitudes y movimientos sugeridos en las acotaciones.",,,NADA,1
305,Primaria,4,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Literatura,"Lectura, escritura y escenificación de obras teatrales",Lee obras de teatro infantil para representar.,Interpreta adecuadamente acotaciones y diálogos al participar en la lectura dramatizada de una obra.,Lo logra / En ocasiones lo logra / No lo logra,Interpreta adecuadamente acotaciones al participar en la lectura dramatizada de una obra.,Interpreta adecuadamente diálogos al participar en la lectura dramatizada de una obra.,,,NADA,1
306,Primaria,4,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Participación social,Producción e interpretación de textos para realizar trámites y gestionar servicios,Explora y llena formularios sencillos.,Reconoce diferentes formularios para gestionar algunos servicios públicos.,"si, no, muy frecuentemente",Reconoce diferentes formularios para gestionar algunos servicios públicos.,,,,NADA,1
307,Primaria,4,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Participación social,Producción e interpretación de textos para realizar trámites y gestionar servicios,Explora y llena formularios sencillos.,Llena formularios diversos para solicitar préstamo de libros de la biblioteca o acceder a diferentes servicios públicos que se brinden en la escuela o la comunidad.,"si, no, muy frecuentemente",Llena formularios diversos para solicitar préstamo de libros de la biblioteca.,Llena formularios diversos para acceder a diferentes servicios públicos que se brinden en la escuela.,Llena formularios diversos para acceder a diferentes servicios públicos que se brinden en su comunidad.,,NADA,1
308,Primaria,4,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Participación social,Producción e interpretación de textos para realizar trámites y gestionar servicios,Explora y llena formularios sencillos.,Analiza la información que se registra en este tipo de formularios y la relaciona con su uso y funciones.,"Frecuentemente, poco, nunca",Analiza información que se registra en este tipo de formularios y la relaciona con su uso.,Analiza información que se registra en este tipo de formularios y la relaciona con sus funciones.,,,NADA,1
309,Primaria,4,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Participación social,Producción e interpretación de textos para realizar trámites y gestionar servicios,Explora y llena formularios sencillos.,"Reflexiona sobre las características gráficas y de dise~no de varios tipos de formatos: tipografía, logotipos, recuadros, subrayados.","Frecuentemente, poco, nunca","Reflexiona sobre las características gráficas de varios tipos de formatos: tipograía, logotipos, recuadros, subrayados.","Reflexiona sobre las características de dise~no de varios tipos de formatos: tipograía, logotipos, recuadros, subrayados.",,,NADA,1
310,Primaria,4,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Participación social,Producción e interpretación de textos para realizar trámites y gestionar servicios,Explora y llena formularios sencillos.,Reconoce la utilidad de este tipo de documentos.,"si, no, muy frecuentemente",Reconoce la utilidad de este tipo de documentos.,,,,NADA,1
311,Primaria,4,LENGUA MATERNA ESPA~NOL,Lenguaje y Comunicación,Participación social,Producción e interpretación de instructivos y documentos que regulan la convivencia,Elabora un recetario.,"Investiga, con miembros de su familia y comunidad, alguna de sus recetas favoritas.",Lo logra / En ocasiones lo logra / No lo logra,"Investiga, con miembros de su familia, alguna de sus recetas favoritas.","Investiga, con miembros de su comunidad, alguna de sus recetas favoritas.",,,NADA,1
